"id","cen","strain.id","sex","geno","zyg","litter","IMPC_HEM_001_001","IMPC_HEM_002_001","IMPC_HEM_003_001","IMPC_HEM_004_001","IMPC_HEM_005_001","IMPC_HEM_006_001","IMPC_HEM_007_001","IMPC_HEM_008_001","IMPC_HEM_019_001","IMPC_HEM_027_001","IMPC_HEM_029_001","IMPC_HEM_030_001","IMPC_HEM_031_001","IMPC_HEM_032_001","IMPC_HEM_033_001","IMPC_HEM_034_001","IMPC_HEM_035_001","IMPC_HEM_036_001","IMPC_HEM_037_001","IMPC_HEM_038_001","IMPC_HEM_039_001","IMPC_HEM_040_001"
"28702043","10","35","0","0","1","87539",8.2,10.72,17.74,50.6,47.2,15.893,35.24,957,6.7,12.8,11.6,1.0607,82.7,6.79,1.1,0.09,3.557,0.27,0.0396,0.4487,0.0828,1.032
"28702045","10","35","1","0","1","87539",8.12,10.81,17.74,50.4,46.6,15.693,35.24,1364,6.4,13.2,13.2,1.1807,82,6.66,1.2,0.09,2.557,0.19,0.0496,0.5487,0.0728,0.932
"28702047","10","35","1","1796_1","1","87539",6.42,11.07,17.94,51.9,46.9,15.493,34.64,1394,6.5,13.5,16.5,1.1707,75.8,4.86,1.5,0.1,5.357,0.33,0.0496,0.6487,0.0328,0.532
"28702049","10","35","1","1796_1","1","87541",8.44,11.29,18.34,52.6,46.6,15.493,35.04,1386,6.5,12.9,13.6,1.2607,81.2,6.85,1.4,0.12,2.957,0.23,0.0496,0.5487,0.0528,0.632
"28702051","10","35","0","0","1","87543",6.73,10.97,17.94,51.4,46.8,15.593,35.04,926,6.4,13,10.4,0.8107,81.5,5.49,1.1,0.07,6.057,0.39,0.0496,0.6487,0.0428,0.632
"28702053","10","35","1","1796_1","1","87543",9.15,11.29,18.34,51.9,46,15.593,35.44,1534,6.5,12.6,9.9,1.0107,85.2,7.79,1,0.09,2.957,0.25,0.0496,0.4487,0.0728,0.832
"28702055","10","35","1","0","1","87543",8.15,11.2,17.94,50.9,45.4,15.293,35.34,1371,6.4,12.8,9.9,0.9207,84,6.84,1.6,0.13,3.657,0.27,0.0396,0.3487,0.0628,0.832
"28702057","10","35","0","0","1","87545",5.2,11.22,18.24,51.7,46.1,15.593,35.44,1060,6.4,13.3,8.8,0.5707,83.9,4.37,1.2,0.06,5.357,0.27,0.0296,0.5487,0.0228,0.432
"28702059","10","35","0","1796_1","1","87545",7.51,10.6,17.64,49.7,46.9,15.893,35.54,1046,6.5,13,9.4,0.8207,85.9,6.45,1,0.07,2.957,0.2,0.0396,0.4487,0.0528,0.732
"28702061","10","35","1","0","1","87545",6.84,11.32,18.34,53.7,47.5,15.493,34.34,1238,6.5,13.2,12.6,0.9707,83,5.68,1.2,0.08,2.857,0.18,0.0196,0.1487,0.0328,0.432
"28702063","10","35","0","1796_1","1","87546",6.16,10.75,18.04,50.9,47.4,16.093,35.54,1150,6.5,12.7,13.1,0.9207,82.5,5.09,1,0.06,2.457,0.14,0.0296,0.4487,0.0428,0.732
"28702159","10","35","0","1798_1","1","88005",6.31,10.48,17.54,50.6,48.3,15.993,34.74,1086,6.5,12.9,14.8,1.0407,79.5,5.01,1.9,0.12,3.157,0.18,0.0396,0.4487,0.0328,0.532
"28702169","10","35","0","1798_1","1","88008",3.56,10.28,17.14,49.4,48.1,15.893,34.74,1246,6.5,13.6,11.4,0.5207,83.8,2.98,1.6,0.06,2.257,0.07,0.0296,0.5487,0.0228,0.732
"28702173","10","35","0","1798_1","1","88011",3.59,10.58,17.44,50.8,48.1,15.793,34.44,1070,6.5,13.3,11.7,0.5307,82.6,2.97,1.6,0.06,3.357,0.11,0.0196,0.4487,0.0228,0.632
"28702181","10","35","0","1798_1","1","88012",8.52,10.76,17.54,50.9,47.3,15.593,34.54,1147,6.5,12.9,11.8,1.1107,83.9,7.15,1.3,0.11,2.257,0.17,0.0296,0.3487,0.0728,0.832
"28702183","10","35","0","1798_1","1","88012",6.23,10.5,17.24,50.1,47.7,15.593,34.34,1136,6.4,12.9,10.4,0.7607,82.7,5.15,1.4,0.09,4.857,0.29,0.0296,0.4487,0.0428,0.632
"28702185","10","35","0","1798_1","1","88012",6.75,10.63,17.44,51,48,15.593,34.24,1155,6.6,13.4,12,0.9207,82.4,5.56,1.2,0.08,3.257,0.2,0.0296,0.4487,0.0728,1.032
"28702193","10","35","1","1798_1","1","88013",7.21,11.04,17.84,52.7,47.7,15.493,34.04,1421,6.9,12.8,13.8,1.1007,80.3,5.79,1.2,0.09,4.157,0.28,0.0296,0.3487,0.0328,0.432
"28702199","10","35","1","1798_1","1","88017",8.34,10.98,17.64,51.2,46.6,15.293,34.54,1282,6.8,13.1,10.4,0.9807,83.7,6.98,1.2,0.1,3.357,0.26,0.0396,0.4487,0.1028,1.232
"28702203","10","35","1","1798_1","1","88018",6.46,10.95,17.64,52.1,47.5,15.393,34.04,1286,6.6,12.9,12.6,0.9207,79.9,5.16,1.8,0.12,4.757,0.29,0.0296,0.3487,0.0628,0.932
"28702205","10","35","0","1798_1","1","88019",5.74,10.38,17.24,50.3,48.5,15.793,34.34,1172,6.5,13.3,10.8,0.7307,82,4.7,1.6,0.09,4.957,0.27,0.0296,0.4487,0.0328,0.532
"42095889","10","35","0","0","1","89294",6.39,10.38,16.74,53.2,51.3,15.393,31.74,1134,7.2,13.2,10.6,0.7907,83.3,5.32,1.7,0.11,3.457,0.2,0.0296,0.4487,0.0528,0.832
"42095891","10","35","0","0","1","89294",7.4,10.17,17.04,52.6,51.7,15.893,32.54,1161,7.3,12.8,13.1,1.0807,80.8,5.98,1.7,0.12,3.457,0.24,0.0596,0.6487,0.0428,0.632
"42095893","10","35","0","0","1","89294",8.24,10.38,16.84,52.9,51,15.493,32.14,931,6.7,14.2,12.5,1.1407,82.2,6.77,1.3,0.11,2.957,0.22,0.0596,0.6487,0.0628,0.732
"42095901","10","35","1","0","1","89294",5.16,10.66,17.24,53.8,50.5,15.393,32.24,1274,6.8,12.7,13.9,0.8307,79.5,4.1,1.8,0.09,4.257,0.21,0.0396,0.5487,0.0128,0.332
"42095903","10","35","0","0","1","89295",9.48,10.57,17.14,53.3,50.4,15.493,32.54,1259,7.1,12.7,11.3,1.1907,82.8,7.85,1.3,0.12,3.757,0.33,0.0596,0.5487,0.0628,0.632
"42095905","10","35","1","0","1","89295",6.15,11.01,17.74,56.1,51,15.393,32.04,1358,7,12.7,12.6,0.8907,82.6,5.08,1.5,0.09,2.657,0.15,0.0496,0.6487,0.0228,0.332
"42095907","10","35","1","0","1","89295",7.56,10.89,17.24,55,50.6,15.093,31.64,1401,6.9,12.5,12.6,1.0607,83.6,6.32,0.9,0.07,2.257,0.15,0.0396,0.3487,0.0428,0.532
"42095909","10","35","1","0","1","89295",7.98,11.06,17.64,55.9,50.5,15.193,31.94,1338,7,12.7,12.8,1.1307,81.1,6.48,1.6,0.13,3.757,0.28,0.0496,0.5487,0.0428,0.532
"28702228","10","35","0","0","1","89679",6.98,11.07,17.74,55,49.7,15.293,32.64,1066,6,12.7,14,1.0907,80.2,5.6,1.6,0.11,3.057,0.19,0.0596,0.7487,0.0528,0.732
"28702232","10","35","1","727_1","1","89679",8.64,11.13,17.64,55.7,50,15.093,31.94,1319,5.9,12.6,11.6,1.1107,81.6,7.04,1.7,0.15,4.457,0.37,0.0396,0.4487,0.0428,0.532
"28702234","10","35","1","727_1","1","89679",7.65,10.89,17.14,53.4,49.1,14.993,32.24,1418,5.8,12.6,12.6,1.0707,80.5,6.16,2,0.15,4.257,0.31,0.0396,0.4487,0.0428,0.532
"28702238","10","35","0","0","1","89680",5.5,10.43,17.24,53.7,51.4,15.693,32.34,1249,6,12.4,12.9,0.8207,78.5,4.32,2.7,0.15,5.057,0.27,0.0396,0.5487,0.0328,0.532
"28702244","10","35","0","727_1","1","89680",5.72,10.47,16.94,53.2,50.9,15.393,32.04,1036,6,12.7,10.9,0.7307,84.5,4.83,1.2,0.07,2.657,0.14,0.0296,0.4487,0.0328,0.632
"28702246","10","35","0","727_1","1","89680",6.16,10.71,17.34,53.9,50.3,15.493,32.44,1186,6.2,12.6,12.4,0.8807,82.6,5.09,1.4,0.09,2.857,0.16,0.0396,0.4487,0.0328,0.532
"28702250","10","35","1","0","1","89680",7.11,11.5,18.14,59.2,51.5,15.093,31.24,1270,5.9,12.4,11.8,0.9507,78.6,5.59,1.5,0.11,7.457,0.51,0.0396,0.5487,0.0328,0.432
"28702254","10","35","0","0","1","89681",5.5,10.49,17.04,53,50.5,15.493,32.44,1129,6,12.5,14.1,0.8907,81.6,4.48,1.6,0.09,1.857,0.09,0.0196,0.3487,0.0528,0.932
"28702256","10","35","0","727_1","1","89681",5.46,9.56,16.24,51,53.3,15.993,31.94,833,6.3,13.2,6,0.4407,85.3,4.66,1.4,0.08,6.257,0.33,0.0296,0.3487,0.0628,1.032
"28702260","10","35","1","727_1","1","89681",8.16,11,17.44,54.8,49.8,15.193,32.14,1369,5.8,12.2,10.7,0.9807,82.4,6.73,1.9,0.15,4.457,0.34,0.0396,0.3487,0.0428,0.532
"28702262","10","35","1","0","1","89681",9.4,11.34,18.34,59.1,52.1,15.493,31.64,1400,6.2,12.7,11.4,1.1907,82.3,7.73,1.1,0.11,4.357,0.39,0.0396,0.4487,0.0628,0.732
"28702264","10","35","0","0","1","89682",9.53,9.81,16.44,52.2,53.2,15.893,31.74,887,7,15.9,12.2,1.2707,80.5,7.67,1.9,0.18,4.257,0.38,0.0796,0.7487,0.0728,0.732
"28702266","10","35","0","0","1","89682",7.5,10.65,17.34,54.9,51.6,15.493,31.84,1191,6.8,12.6,13.1,1.0907,81.1,6.08,1.7,0.12,3.157,0.22,0.0596,0.6487,0.0428,0.632
"28702270","10","35","1","0","1","89682",7.28,11.51,17.94,57.2,49.6,14.993,31.94,1406,6.7,12.6,12.8,1.0407,81,5.9,2,0.15,3.657,0.25,0.0396,0.5487,0.0328,0.432
"28702272","10","35","1","0","1","89682",8.26,11.11,17.54,56,50.4,15.093,31.84,1297,6.6,12.7,14.7,1.3207,75.8,6.26,2.8,0.23,5.557,0.44,0.0696,0.8487,0.0628,0.732
"28702274","10","35","1","727_1","1","89682",11.07,10.26,16.64,51.3,50,15.393,32.54,1135,5.6,12.5,32.4,3.6907,63,6.97,1.5,0.17,2.557,0.26,0.0496,0.4487,0.0528,0.432
"28702278","10","35","0","0","1","89686",8.43,9.94,16.54,50.9,51.2,15.793,32.64,1167,6.6,12.9,11.3,1.0607,78.4,6.61,2.2,0.18,6.757,0.55,0.0796,0.8487,0.0628,0.832
"28702280","10","35","1","727_1","1","89687",8.09,11.48,18.34,60,52.3,15.393,31.14,1329,6.5,12,10.4,0.9507,82.6,6.68,1.4,0.11,4.657,0.36,0.0496,0.4487,0.0528,0.732
"28702284","10","35","1","727_1","1","89687",8.15,11.43,18.34,60.3,52.7,15.393,31.04,1308,6.6,12.2,6.8,0.6707,87.9,7.17,2.1,0.17,2.357,0.17,0.0496,0.5487,0.0528,0.632
"28702301","10","35","0","0","1","89927",6.8,10.57,17.54,54.1,51.2,15.793,32.64,1149,6.4,12.3,11.3,0.8807,80.5,5.48,1.7,0.12,5.757,0.38,0.0396,0.5487,0.0328,0.432
"28702303","10","35","0","1550_1","1","89927",7.53,10.81,17.64,55.2,51.1,15.593,32.24,1106,6.4,12.5,12.6,1.0607,82,6.18,1.7,0.13,2.957,0.2,0.0496,0.5487,0.0428,0.532
"28702309","10","35","0","1550_1","1","89929",6.85,10.16,16.94,54.6,53.7,15.893,31.44,1185,6.4,13.5,10.5,0.8307,81.8,5.6,1.9,0.13,5.157,0.33,0.0396,0.5487,0.0428,0.632
"28702311","10","35","0","1550_1","1","89929",4.97,10.46,17.44,55.5,53,15.893,31.74,1016,5.6,13,17.1,0.9607,77.2,3.84,1.4,0.07,3.557,0.16,0.0396,0.7487,0.0228,0.432
"28702313","10","35","0","1550_1","1","89929",6.14,10.9,17.84,56.7,52,15.693,31.94,1157,6.3,12.9,16.8,1.1407,74.3,4.56,1.6,0.1,6.257,0.37,0.0496,0.7487,0.0328,0.532
"28702323","10","35","0","0","1","89930",8.39,10.76,17.34,55.9,51.9,15.393,31.34,1218,6.1,13.4,12.7,1.1807,81.6,6.85,1.6,0.14,3.157,0.24,0.0596,0.6487,0.0528,0.632
"28702331","10","35","0","1550_1","1","89932",8.71,10.49,17.14,53.6,51.1,15.493,32.14,1109,6.1,12.7,9.6,0.9507,85.4,7.44,1.1,0.1,2.957,0.23,0.0496,0.4487,0.0728,0.832
"28702333","10","35","0","0","1","89932",8.15,10.2,16.74,53,51.9,15.593,31.84,1172,6.3,12.9,10.4,0.9507,82.6,6.73,1.8,0.15,3.957,0.3,0.0496,0.5487,0.0928,1.132
"28702335","10","35","0","0","1","89932",7.92,10.32,16.94,53.5,51.9,15.693,31.94,1177,6.2,12.9,11.4,1.0107,83.1,6.58,1.2,0.1,3.557,0.26,0.0396,0.4487,0.0528,0.632
"28702337","10","35","0","1550_1","1","89933",6.24,10.41,17.04,54.3,52.1,15.593,31.64,1212,6.4,13.7,14.1,0.9907,77.2,4.82,1.6,0.1,5.657,0.34,0.0496,0.6487,0.0728,1.032
"28702339","10","35","0","0","1","89933",4.65,10.02,16.54,52.3,52.2,15.693,31.84,1115,6.2,12.6,17.5,0.9207,77.9,3.62,1.1,0.05,3.357,0.14,0.0196,0.3487,0.0128,0.332
"28702341","10","35","0","0","1","89933",6.77,10.66,17.34,55.9,52.4,15.593,31.54,1071,6.1,12.5,10.7,0.8307,84.2,5.7,1.6,0.11,2.857,0.18,0.0396,0.5487,0.0328,0.532
"28702353","10","35","1","0","1","89939",8.06,10.44,16.84,53.9,51.7,15.393,31.64,1420,6.3,13.2,14.7,1.3007,80.3,6.47,1.4,0.12,2.857,0.21,0.0396,0.4487,0.0428,0.532
"28702355","10","35","1","0","1","89941",6.9,11.25,18.14,58,51.6,15.493,31.74,1373,6.2,12.2,10.9,0.8607,82.6,5.7,1.2,0.08,4.757,0.31,0.0396,0.4487,0.0328,0.432
"28702357","10","35","1","1550_1","1","89942",6.13,10.88,17.74,57.2,52.5,15.593,31.44,1137,6.3,13,9.6,0.7007,84,5.14,1.4,0.08,4.357,0.25,0.0396,0.5487,0.0328,0.432
"28702359","10","35","1","1550_1","1","89942",6.01,10.62,17.24,54.8,51.6,15.393,31.74,1280,6.1,12.7,14.3,0.9707,79.5,4.78,1.7,0.1,4.057,0.23,0.0196,0.2487,0.0328,0.532
"28702361","10","35","1","1550_1","1","89943",9.27,10.84,17.34,55.9,51.5,15.293,31.44,1401,5.9,13.2,8.1,0.8607,86.8,8.04,1,0.09,3.357,0.29,0.0396,0.3487,0.0728,0.732
"28702365","10","35","1","0","1","89944",8.5,10.71,17.04,53.7,50.1,15.193,32.04,1623,6.1,12.1,9.4,0.9107,84.3,7.17,1.3,0.11,4.257,0.34,0.0496,0.5487,0.0328,0.432
"42095917","10","35","0","0","1","90268",6.12,10.68,17.24,55.2,51.7,15.393,31.64,1198,6.1,13,12.5,0.8807,81,4.96,1.3,0.08,4.457,0.26,0.0396,0.5487,0.0328,0.532
"42095918","10","35","0","0","1","90268",8.48,10.63,17.54,55.3,52,15.793,32.14,1416,6.2,12.7,13.6,1.2607,82,6.95,1.3,0.11,2.457,0.19,0.0496,0.4487,0.0428,0.532
"42095922","10","35","1","0","1","90268",10.32,11.28,18.04,59.9,53.1,15.393,30.74,1344,5.9,12.3,11,1.2407,84.2,8.69,1.5,0.15,2.457,0.23,0.0396,0.3487,0.0928,0.932
"42095923","10","35","1","0","1","90268",9.25,11.06,17.64,55.3,50,15.193,32.24,1489,5.9,12.2,11.8,1.2007,82.9,7.67,1.1,0.1,3.457,0.3,0.0496,0.4487,0.0528,0.632
"42095924","10","35","0","0","1","90269",7.46,10.71,17.54,55.3,51.6,15.593,32.04,1138,6.3,13.2,10,0.8607,85.6,6.38,1,0.08,2.757,0.19,0.0296,0.3487,0.0528,0.632
"42095925","10","35","0","0","1","90269",4.4,10.31,16.94,53.2,51.6,15.593,32.04,1153,6.2,12.6,10.8,0.5807,83.8,3.69,1.2,0.05,3.557,0.15,0.0196,0.3487,0.0328,0.732
"42095926","10","35","1","0","1","90269",8.11,10.72,17.14,54.9,51.2,15.193,31.54,1406,6,12.1,11,1.0007,82.8,6.71,1.2,0.09,3.957,0.3,0.0396,0.4487,0.0828,1.032
"42095927","10","35","1","0","1","90269",8.57,11.32,17.74,57.4,50.7,15.093,31.44,1284,5.8,12.3,8.9,0.8707,85.7,7.34,1.2,0.11,3.657,0.29,0.0396,0.4487,0.0428,0.432
"42306531","10","35","0","0","1","91151",7.35,10.63,17.54,56.2,52.8,15.793,31.74,1160,6.2,12.4,10.2,0.8607,84.9,6.23,0.8,0.06,3.457,0.24,0.0496,0.5487,0.0328,0.532
"42306537","10","35","0","0","1","91151",8.73,10.7,17.64,54.7,51.1,15.793,32.64,1180,6.1,12.7,16.8,1.5807,79,6.9,1.3,0.12,1.857,0.14,0.0496,0.5487,0.0628,0.732
"42306543","10","35","1","0","1","91151",8.66,11.18,18.14,57.7,51.6,15.593,31.94,1359,5.6,12.1,9.3,0.9107,84.5,7.32,1.6,0.13,4.157,0.33,0.0396,0.3487,0.0428,0.532
"42306545","10","35","1","0","1","91151",8.52,10.88,17.44,55.5,51,15.293,31.74,1332,6,12.2,9.1,0.8807,83.9,7.15,1.1,0.09,5.157,0.41,0.0296,0.3487,0.0728,0.832
"42306547","10","35","0","0","1","91152",7.83,10.5,17.04,54.2,51.6,15.493,31.74,1207,6,12.7,11.3,1.0007,83,6.5,1.4,0.11,3.557,0.26,0.0296,0.3487,0.0528,0.632
"42306549","10","35","1","0","1","91152",9.95,11.65,18.14,59.7,51.2,14.993,31.04,1255,5.9,12.2,11.4,1.2507,81,8.06,1.5,0.15,5.057,0.48,0.0696,0.6487,0.0628,0.632
"42306551","10","35","1","0","1","91152",7.47,11.47,18.04,58,50.5,15.093,31.64,1348,5.9,12,13.5,1.1207,79.9,5.96,1.2,0.09,5.057,0.36,0.0296,0.2487,0.0328,0.432
"42306553","10","35","1","0","1","91152",8.26,11.24,17.84,56.9,50.6,15.193,31.84,1393,6,12.3,15,1.3507,78.7,6.5,1.3,0.11,4.557,0.35,0.0296,0.3487,0.0428,0.532
"42306555","10","35","0","0","1","91153",6.45,10.57,17.44,54.9,52,15.693,32.04,1101,6.2,12.8,13,0.9507,80.5,5.19,1.1,0.07,4.357,0.26,0.0396,0.5487,0.0528,0.832
"42306557","10","35","0","0","1","91153",6.38,10.59,17.14,53.7,50.7,15.393,32.24,1248,6.1,12.5,10,0.7507,84.8,5.41,1.2,0.08,3.457,0.21,0.0296,0.3487,0.0328,0.532
"28702394","10","35","0","1799_1","1","91627",8.93,11.02,17.94,58.3,52.9,15.593,31.24,1101,6.3,12.6,11.5,1.1407,81,7.24,1.8,0.16,4.757,0.4,0.0596,0.6487,0.0528,0.632
"28702396","10","35","0","0","1","91627",5.78,10.93,17.84,56.9,52.1,15.693,31.84,1165,6.3,12.4,12.3,0.8207,80.6,4.66,1.1,0.06,5.557,0.31,0.0296,0.3487,0.0228,0.432
"28702400","10","35","0","1799_1","1","91628",4.64,10.64,17.44,55.8,52.5,15.693,31.74,1069,6.3,13,13.2,0.7207,80.2,3.72,2.5,0.11,2.557,0.11,0.0496,0.8487,0.0528,1.132
"28702402","10","35","0","0","1","91628",6.68,10.57,17.24,55,52,15.593,31.74,1190,6.3,12.8,12.4,0.9407,80,5.35,1.9,0.13,4.357,0.27,0.0496,0.6487,0.0628,1.032
"28702410","10","35","0","0","1","91632",6.6,10.27,17.04,54.1,52.7,15.793,31.74,1120,6.1,13.3,14.1,1.0407,78.1,5.15,2,0.13,4.257,0.27,0.0596,0.7487,0.0728,1.032
"28702412","10","35","0","1799_1","1","91632",6.19,10.53,17.34,55.1,52.4,15.693,31.84,1187,6.2,12.5,12.1,0.8607,83,5.13,1.3,0.08,0.957,0.05,0.0496,0.6487,0.1428,2.332
"28702418","10","35","0","0","1","91633",7.27,11.07,18.24,57.4,51.8,15.793,32.24,1184,6,12.3,9.3,0.7807,85.7,6.24,0.8,0.06,3.057,0.2,0.0496,0.5487,0.0628,0.832
"28702420","10","35","0","0","1","91633",7.6,10.33,17.14,53.9,52.2,15.793,32.04,1353,6.1,12.4,6.7,0.6207,91.4,6.95,0.1,0.01,0.657,0.03,0.0296,0.3487,0.0828,1.032
"28702422","10","35","0","1799_1","1","91634",6.61,10.59,17.24,54.3,51.3,15.493,32.04,1129,6,12.9,10.2,0.7907,85.3,5.63,0.8,0.06,2.757,0.17,0.0396,0.4487,0.0528,0.732
"28702428","10","35","1","0","1","91634",9.45,11.14,17.54,56.5,50.7,15.093,31.54,1378,5.9,13.1,8.9,0.9507,86.4,8.16,0.8,0.08,2.857,0.24,0.0496,0.4487,0.0928,1.032
"28702430","10","35","1","0","1","91634",11.2,11.07,17.74,56.5,51,15.293,31.84,1365,6.1,12.4,9.9,1.2207,83.7,9.38,1.6,0.18,3.457,0.35,0.0596,0.4487,0.1428,1.232
"28702432","10","35","1","0","1","91634",10.08,11.19,17.74,56.4,50.4,15.193,31.94,1309,6,12.4,9.2,1.0407,87.1,8.77,0.8,0.08,2.057,0.18,0.0396,0.3487,0.0828,0.832
"28702434","10","35","1","1799_1","1","91634",7.8,11.05,17.54,57.6,52.2,15.193,30.94,1938,6.1,12.5,7.8,0.7207,88.8,6.93,0.9,0.07,1.157,0.07,0.0396,0.3487,0.0928,1.232
"28702436","10","35","0","0","1","91635",8.27,10.87,17.24,55.3,50.9,15.193,31.54,1285,6.1,12.2,9.2,0.8707,84.5,6.99,1.2,0.1,4.357,0.34,0.0496,0.5487,0.0428,0.532
"28702438","10","35","0","0","1","91636",7.77,9.88,16.44,54.2,54.9,15.793,30.64,850,6.3,13.8,12.1,1.0507,82.2,6.39,1.5,0.12,3.057,0.22,0.0496,0.6487,0.0628,0.832
"28702440","10","35","0","1799_1","1","91636",7.45,10.84,17.64,57.7,53.2,15.593,31.14,1134,6.3,13.1,14.7,1.2107,81,6.04,1.3,0.09,1.857,0.12,0.0396,0.4487,0.0828,1.032
"28702442","10","35","1","1799_1","1","91636",8.3,10.44,17.14,55.1,52.8,15.593,31.44,1381,6.4,12.6,10.2,0.9607,84,6.97,1,0.08,3.457,0.27,0.0496,0.5487,0.0928,1.132
"28702444","10","35","1","1799_1","1","91636",11.55,10.94,17.44,56.6,51.7,15.193,31.24,1285,6.1,12.5,8.3,1.0707,88.1,10.17,0.8,0.09,1.857,0.18,0.0696,0.5487,0.0928,0.832
"28702446","10","35","0","1799_1","1","91637",5.53,10.48,17.44,56.1,53.5,15.893,31.54,1134,6.2,13,12,0.7707,81.2,4.49,1.1,0.06,4.257,0.22,0.0496,0.7487,0.0628,1.132
"28702448","10","35","0","1799_1","1","91637",7.07,10.56,17.14,54.2,51.3,15.493,32.04,1216,6.1,12.6,13.5,1.0707,81.9,5.79,1.3,0.1,1.757,0.11,0.0396,0.5487,0.0828,1.232
"48500463","10","35","1","0","1","91983",7.31,10.79,17.54,53.6,49.7,15.493,32.94,1316,6,12.6,11.9,0.9807,81.9,5.98,1.6,0.11,4.057,0.28,0.0396,0.5487,0.0328,0.432
"48500473","10","35","1","0","1","91984",7.86,10.96,17.54,53.5,48.9,15.293,33.14,1347,6.1,12.4,11.5,1.0207,82.4,6.48,1.1,0.08,4.457,0.33,0.0396,0.4487,0.0328,0.432
"48500475","10","35","1","0","1","91984",7.68,11.05,17.94,53.3,48.2,15.493,33.84,1372,6.1,12.4,14.8,1.2507,80.7,6.2,1.1,0.08,2.857,0.2,0.0396,0.4487,0.0328,0.432
"48500477","10","35","1","0","1","91984",7.72,10.8,17.64,53.3,49.3,15.593,33.34,1156,6,12.4,10.9,0.9507,83.6,6.45,1.1,0.08,3.857,0.28,0.0496,0.5487,0.0328,0.332
"48500479","10","35","0","0","1","91985",5.62,10.63,17.54,53.4,50.3,15.793,33.14,1115,5.9,12.7,15,0.9507,79.9,4.49,0.8,0.05,4.057,0.21,0.0296,0.3487,0.0128,0.232
"48500481","10","35","0","0","1","91985",6.81,10.6,17.24,52.4,49.5,15.493,33.14,1065,6,12.5,12.7,0.9707,82.4,5.61,1.7,0.12,2.257,0.13,0.0296,0.3487,0.0628,0.932
"48500483","10","35","0","0","1","91985",6.65,10.4,17.44,51.3,49.3,15.993,34.04,1114,6.1,12.5,12,0.9107,80.9,5.38,1.2,0.08,5.357,0.34,0.0396,0.4487,0.0228,0.432
"48500485","10","35","0","0","1","91985",7.23,10.65,17.64,51.9,48.8,15.893,34.24,1178,6.1,12.9,14,1.1207,80.9,5.85,1.3,0.09,3.057,0.2,0.0596,0.7487,0.0228,0.332
"48500494","10","35","0","0","1","92491",7.68,10.42,17.34,51,48.9,15.893,34.14,1161,6.6,12.5,10.4,0.9107,84.8,6.52,1.6,0.13,2.257,0.15,0.0596,0.7487,0.0428,0.532
"48500504","10","35","1","0","1","92491",7.34,11.34,18.34,56.6,49.9,15.493,32.74,1170,6.5,12.4,8.4,0.7307,85.5,6.27,1.3,0.09,3.957,0.27,0.0496,0.6487,0.0428,0.532
"48500510","10","35","0","0","1","92492",7,10.35,17.04,50.8,49.1,15.693,33.64,1057,6.7,12.8,9.8,0.8007,85.3,5.97,1.2,0.08,2.957,0.19,0.0396,0.4487,0.0428,0.632
"48500512","10","35","0","0","1","92492",6.33,10.34,17.14,51.1,49.4,15.793,33.64,971,6.7,12.7,12.9,0.9307,81.9,5.18,1.5,0.09,3.257,0.19,0.0296,0.3487,0.0328,0.432
"48500514","10","35","0","0","1","92492",8.9,10.44,17.34,50.8,48.6,15.893,34.34,1267,6.7,13.1,11.8,1.1607,82,7.29,1.3,0.11,4.257,0.36,0.0496,0.4487,0.0528,0.532
"48500518","10","35","1","0","1","92492",8.73,10.74,17.84,53.2,49.5,15.893,33.74,1089,6.5,12.2,13.2,1.2607,79.2,6.91,1.5,0.13,5.057,0.41,0.0796,0.8487,0.0528,0.632
"48500520","10","35","1","0","1","92493",9.06,11.05,18.24,55.9,50.6,15.893,33.14,1205,6.5,12.8,7.7,0.8107,85.8,7.77,1.7,0.16,3.457,0.29,0.0796,0.7487,0.0828,0.932
"48500522","10","35","1","0","1","92493",6.99,10.77,17.64,51.9,48.2,15.693,34.14,1237,6.4,12.4,13.5,1.0507,80,5.6,1.7,0.12,4.157,0.27,0.0396,0.4487,0.0428,0.532
"48500535","10","35","1","0","1","92864",6.42,10.71,17.54,51.6,48.2,15.593,34.14,1196,6.3,12.8,10.2,0.7607,83.7,5.37,1.4,0.09,4.057,0.24,0.0396,0.5487,0.0328,0.532
"48500537","10","35","1","0","1","92864",7.38,10.88,17.94,53,48.7,15.693,34.04,1267,6.5,12.5,8.8,0.7607,85.8,6.34,1.4,0.1,3.157,0.21,0.0496,0.5487,0.0428,0.632
"48500547","10","35","0","0","1","92865",5.38,10.53,17.74,52,49.4,16.093,34.34,1017,6.4,13.2,6.5,0.4607,87.3,4.7,0.7,0.04,4.857,0.25,0.0396,0.6487,0.0228,0.432
"48500549","10","35","0","0","1","92865",5.86,9.27,16.24,47.2,50.9,16.593,34.34,797,6.5,14,12.3,0.8307,82.3,4.83,1.3,0.08,3.357,0.18,0.0296,0.4487,0.0328,0.632
"48500551","10","35","0","0","1","92865",5.77,9.99,17.04,49.1,49.1,16.293,34.74,1085,6.4,12.5,11.4,0.7707,83.8,4.83,1,0.06,3.257,0.17,0.0296,0.3487,0.0328,0.532
"48500553","10","35","1","0","1","92865",8.91,10.9,17.74,52.9,48.5,15.493,33.74,1133,6.4,12.4,7,0.7307,87.3,7.77,1,0.09,3.557,0.3,0.0596,0.6487,0.0728,0.832
